xi,xj,LLM_model
The leaves swirled,"The leaves swirled, the flowers faded and the ground turned green.

In a second, he was out of sight, his feet were wet from the use of water. But only two of the young warriors who had passed by with water soaked",GPT-2
The leaves swirled,"The leaves swirled around the tree, and the wind blew them away.
The leaves swirled around the tree, and the wind blew them away.
The leaves swirled around the tree, and the wind blew them away.
The",OPT
In the pantry,"In the pantry, she finds a small bottle of vodka. Diving in, she downs it. ""Is this the first time in life I've ever had vodka?"" she asks and shudders.

""That's a new one",GPT-Neo
In the pantry,In the pantry was a tiny tin pot and a few wooden buckets filled with cooking oil. An old wooden pot that looked much like an old wooden toilet might have looked much different: an extremely large stone pot that looked far thicker than usual and a,GPT-2
In the pantry,"In the pantry, I have a jar of peanut butter. I have a jar of peanut butter. I have a jar of peanut butter. I have a jar of peanut butter. I have a jar of peanut butter. I have a jar",OPT
She walked away,"She walked away, her heart thudding with excitement.

As I walked across the room I realized that it was the first time that I'd ever really looked into the other eyes of a woman. I stopped in my tracks, staring at her",GPT-Neo
She walked away,"She walked away from his car and headed in the direction of a park and an off-duty police officer.

""The person walking away yelled to me 'I don't know what else,'"" Kostrzew said.

The",GPT-2
She walked away,"She walked away from the car and then came back and said ""I'm sorry, I didn't mean to hit you.""",OPT
The camera flashed,"The camera flashed, and the door slammed.

The camera flashed again, and the door slammed again.

""Are you deaf, or what?"" a voice demanded.

Cain was suddenly on his feet. ""I'm not",GPT-Neo
The camera flashed,"The camera flashed its signature blue glow and flashed its camera flash-like shutter release time.

The picture seemed to go quiet. But then, the camera turned blue again, showing this scene clearly from just beneath the screen:

What's",GPT-2
The camera flashed,"The camera flashed when he was about to hit the ball.
I think it was the ball that flashed.",OPT
With a sigh,"With a sigh, she lay back, looking up at the dark ceiling, and thought of the man on the plane, and the woman in the field, both gone like the wind. Only, when the wind came down from the north and went through",GPT-Neo
With a sigh,"With a sigh, Misha sat down still. ""So…"" she continued. ""I-I'm sorry, Kiki-chan…"" as she turned and entered the second room.

""What!?"" Misha suddenly screamed.


An",GPT-2
With a sigh,"With a sigh, I looked at the calendar.
It was the first day of spring.
I was going to go to the park with my friend, but I had a headache.
I had been working on a project for the last",OPT
The door creaked,"The door creaked.

""We're here!""

He stepped back, and the door swung open. They entered, walked through another door, and saw the room ahead of them. They headed for it, walked into the room,",GPT-Neo
The door creaked,"The door creaked open - the fire was raging, blazing away from the room.


Norman, meanwhile, was about eighteen, and had gone out to a very famous tavern. Standing there beside his brother, which was already at the back",GPT-2
The door creaked,"The door creaked open and the door closed.

The door creaked open and the door closed.

The door creaked open and the door closed.

The door creaked open and the door closed.

The",OPT
As they talked,"As they talked about the plan for Operation Exodus, many of the men wore beards, and some—like the soldiers from the unit assigned to protect the embassy—wore their beards covered with an olive-tanned baseball cap. Some of",GPT-Neo
As they talked,"As they talked, the team seemed to focus on his character, which is a recurring theme in the series. In a previous episode, the same scene had a lot more depth to it.

But even though the team was still focusing on him",GPT-2
As they talked,"As they talked about the new season, I was thinking about how much I miss the old season. I loved the old season, but I think the new season is just so much better.
I agree. I think the new season is better",OPT
The train arrived,"The train arrived at about 7.30pm, and she immediately got off at the main station in the village of Ponta Delgada, where she waited patiently. A taxi, which had just arrived, got stuck in the traffic and so she",GPT-Neo
The train arrived,"The train arrived at 7 a.m. local time

The station was quickly closed in the early morning hours.

Carmen Tzitza, owner of Gatherings, said she was just checking her phone when she saw",GPT-2
The train arrived,"The train arrived at the station at 7:30.
I was so excited to see it.
I had been waiting for it for so long.
I had been waiting for it for so long.
I had been waiting for it",OPT
"Slowly, he breathed","Slowly, he breathed out the smoke from his nose and exhaled it slowly.

He let his head fall back. He took a look up at the skies over the city.

The sky was blue. The sun was hot.",GPT-Neo
"Slowly, he breathed","Slowly, he breathed a sigh of relief… he felt the tears fall down his cheeks and he began to sigh again.

The pain from the sword was overwhelming… he was not one to fight easily… but he never let this stop him",GPT-2
"Slowly, he breathed","Slowly, he breathed in and out, trying to get the air out of his lungs.
He was trying to get the air out of his lungs.
He was trying to get the air out of his lungs.
He was trying",OPT
The stars faded,"The stars faded into the soft dark sky and the moonlight came stealing down around me.

I sat on the concrete porch for a few minutes, watching the stars, waiting for them to sink down into the velvet blackness far below.",GPT-Neo
The stars faded,"The stars faded but we're seeing some good moments and the atmosphere seems to be warming up well.""

But we can be sure of the presence of a few less-interesting details.

We have glimpsed the dark tunnel, in dark",GPT-2
The stars faded,"The stars faded out of the sky.
The stars were gone.
The stars were gone.
The stars were gone.
The stars were gone.
The stars were gone.
The stars were gone.
The stars were gone",OPT
In the library,"In the library, we had a nice little discussion about the merits of the book ""The Unbearable Lightness of Being"" by Paul DeMan. While not having read it myself, I found myself agreeing not only that this book had taught me",GPT-Neo
In the library,"In the library we were trying to build a module that implements all the methods that Python calls and how they work, we needed a way to do that without the overhead of the main library, so we used the function-mapping to define interfaces.",GPT-2
In the library,"In the library, I have a book called ""The Art of the Deal"" by Donald Trump.  I read it in high school and it's still one of my favorite books.  I'm not sure if it's a good book for",OPT
He stood up,"He stood up in the lift and rang the bell, and for a brief second the lift doors opened. The man was still in uniform, and as he stepped out he turned to look at Lassiter, and their eyes met, and it seemed",GPT-Neo
He stood up,"He stood up for what he believed was right by a public figure, his body lying at the bottom of the mountain.

""I was a leader who was taking steps on his own. There weren't many people that could have been elected.",GPT-2
He stood up,He stood up for himself and his beliefs.,OPT
The cat meowed,"The cat meowed.

""You got that from me,"" he said.

""What are you talking about?"" she asked. ""What cat?""

""A cat I used to have.""

""I don't think",GPT-Neo
The cat meowed,"The cat meowed a little, coming to the ears of the boy, and he was surprised by the cat's voice.

""Hello?"" was his last answer, ""what do you need me for, my dear?""

""Well",GPT-2
The cat meowed,"The cat meowed at me when I was trying to sleep. I was like ""what the fuck is wrong with you?""
I'm sorry, but that's hilarious.",OPT
With a nod,"With a nod to the genre of '80s teen horror films, the film opens with an extended sequence in which the titular killer (played by Jeremy London) abducts and kills three teens (Emily Hampshire, Tania Raymonde, and D",GPT-Neo
With a nod,"With a nod to George W. Bush, the president called for an end to sanctuary cities, ""where criminal aliens bring crime and endanger their communities."" That call, he said, is just the beginning.

So why do the U.S",GPT-2
With a nod,"With a nod to the past, the new ‘Star Wars’ trilogy is a return to the roots

The new “Star Wars” trilogy is a return to the roots.

The new “Star Wars�",OPT
The wind howled,"The wind howled. The rain poured. The sky cracked. As in many other parts of the world, the world we lived in was full of fear, full of dread. There were no other words for it. And it seemed as if we",GPT-Neo
The wind howled,"The wind howled as Braid and his friends began to descend, screaming at the sky, 'Fancy. You ain't got no shot.'

At first the group tried to hide their faces behind the snow, but when they came face",GPT-2
The wind howled,"The wind howled and the rain poured down.
The rain was so heavy that it was almost impossible to see.
The wind was howling and the rain was pouring down.
The rain was so heavy that it was almost impossible to",OPT
As night deepened,"As night deepened, and the first star of the season emerged from the cold
clouds, there was a flutter about the heart of the young woman sitting in
the open doorway of the kitchen. It was the only place about. The",GPT-Neo
As night deepened,"As night deepened on the night before the two fought on, I heard someone shouting ""Rough time, huh?"" and ""No need to be rude, here, wait."" So I decided to check on my surroundings and turn back and walk down",GPT-2
As night deepened,"As night deepened, the air was thick with the smell of smoke.
The fire was burning in the middle of the street, and the smoke was thick and heavy.
The fire was burning in the middle of the street, and the",OPT
The fire flickered,"The fire flickered for a long time before disappearing beneath the sea.

""Fire?""

""The ship.""

""Aye."" The sailor pointed to the horizon. ""That is still there.""

He knew what",GPT-Neo
The fire flickered,"The fire flickered in the air, illuminating the ground around it. The buildings here are very much intact. The ground seemed more covered than most of the building after the burn. The walls here were intact, but the roof had been torn like",GPT-2
The fire flickered,"The fire flickered and then went out.
The fire was a little too close to the house.
The fire was a little too close to the house.
The fire was a little too close to the house.
The fire",OPT
"Quietly, he whispered","Quietly, he whispered, and the sound of his voice made him feel much stronger. He was ready now.

He looked down at himself, and saw that he still wore his shirt and trousers. He remembered how he had to force",GPT-Neo
"Quietly, he whispered","Quietly, he whispered,


'I think it will please you that I have some friends who are more keen on this kind of thing and better able to help others - the most common way people are being told 'I didn't find",GPT-2
"Quietly, he whispered","Quietly, he whispered to himself, ""I'm going to get that girl.""
I'm going to get that girl.
I'm going to get that girl.
I'm going to get that girl.
I'm going",OPT
The snow fell,"The snow fell for hours at the beginning of this season's first skiing holiday, and for most people snowfall is the first of the Christmas magic of the winter season. But there is a reason that many skiers in Austria don't enjoy any of",GPT-Neo
The snow fell,"The snow fell, and he got shot down the street.""

For the sake of the kids he's done all of this for, the boy started his own show in 1993, called ""American Ninja Kidsta."" He had two days a week",GPT-2
The snow fell,"The snow fell in the middle of the night, and the wind blew the snow into the house.
The snow fell in the middle of the night, and the wind blew the snow into the house.
The snow fell in the middle of",OPT
In the living,"In the living arrangement of the present state of the art, many houses have movable partitions as walls of a room. There are known movable partitions that, in particular, have doors that can be moved towards and away from one another in order to",GPT-Neo
In the living,"In the living quarters [of the Russian army officers], there was no such issue as having more than two or three tanks or a few tanks of the same length or of a similar size. I mean, I had these kinds of big tanks which would",GPT-2
In the living,"In the living room, I have a small table with a chair and a couch. I have a small TV and a small computer. I have a small desk with a chair and a computer. I have a small table with a chair and a",OPT
She turned around,"She turned around, her eyes filling with tears. “Oh. Oh God, I’m so sorry.”

“Don’t worry about it. I’m fine.” He looked up to",GPT-Neo
She turned around,"She turned around, and heard the clinking of her hands that seemed to melt from the blood. ""She doesn't want you to die."" She didn't need to say it, so he went looking for her, trying to make sure she wouldn",GPT-2
She turned around,"She turned around and looked at me.
I'm sorry, I don't understand.
She turned around and looked at me.
I'm sorry, I don't understand.
She turned around and looked at me.
I'm",OPT
The clock struck,"The clock struck 2:08 am. A few minutes later, the police commissioner of Northport, a coastal city in southern Australia, walked out of a phone call with the editor of The Mercury newspaper. The editor's voice had been calm, measured",GPT-Neo
The clock struck,"The clock struck 11 a.m., when a man ran in all directions from the parking lot to the school yard to catch his bus to work.

Advertisement

""I don't really know what he was doing there, but he wasn",GPT-2
The clock struck,"The clock struck midnight on the first day of the new year, and the new year brought with it a new year’s resolution.

For many, the resolution is to lose weight. For others, it’s to get",OPT
With a laugh,"With a laugh, his father said, ""I was only trying to scare you.""

""It's all right, Joe,"" said Mary Ann. ""I'm not afraid of them. I wish you'd go back to the house.""",GPT-Neo
With a laugh,"With a laugh, I ask him why he didn't go against his conscience and fight for what we really need to see – peace, reconciliation, ending violence, rebuilding our economy and security – for him to stay in prison.

""The first",GPT-2
With a laugh,"With a laugh, the man said: ""I'm not going to be a politician. I'm not going to be a politician. I'm not going to be a politician.""

The man who has been a political figure in the United",OPT
The leaves rustled,"The leaves rustled in the wind as we rounded the corner and turned onto the main street. My dad smiled when he saw us, and I think he knew we were home.

The smell of burning plastic enveloped me when I walked down",GPT-Neo
The leaves rustled,"The leaves rustled, but it still felt as fresh as ever. An image had appeared on my mind. The moon in turn, had been a few inches above the horizon, reflecting off the cloudy sky. The clouds were still thick, but the",GPT-2
The leaves rustled,"The leaves rustled as the wind blew through the trees.
The wind was a little chilly, but it was a beautiful day.
The sun was shining brightly, and the sky was blue.
The leaves were turning colors, and the",OPT
As they drove,"As they drove in the dark toward the city of Chicago in a small city bus, I heard the driver say ""I'm sorry"" three times, then he laughed and said, ""We don't mean you any harm."" He turned off the headlights",GPT-Neo
As they drove,"As they drove, the driver pulled over on a paved road. When he pulled out he noticed something odd. One of the driver's windows was shattered. The driver said: 'No' and I don't know what he means. The rest of",GPT-2
As they drove,"As they drove away, the driver of the car that hit the cyclist said, ""I'm sorry, I didn't see you.""",OPT
The moon rose,"The moon rose over the low-lying, wooded hills of the East Bay, and
the sky was clear but not warm, when the horses were brought to the
saddle.  Both of them wanted to be off.  I was",GPT-Neo
The moon rose,"The moon rose into the sunlight, and the moon began to move up with the wind. The moon became heavier.

The moon moved.

The Sun broke in half.

The moon broke into two.

And the Earth",GPT-2
The moon rose,"The moon rose over the city of New York on the night of September 11, 2001. The city was in shock, and the world was in mourning. The moon was a bright, clear, and beautiful sight.

The moon was a",OPT
"Carefully, she placed","Carefully, she placed her fingers over my lips and pushed them down.

""I do want you to go.""

""I'd rather die right now than go back to that place,"" I said.

""I'm sorry",GPT-Neo
"Carefully, she placed","Carefully, she placed her hand on mine. ""You should be careful about all of these guys. That way you'll be able to control the flow of our conversation.""

I don't care that she was an emotional wreck.",GPT-2
"Carefully, she placed","Carefully, she placed the box on the table and then placed the box on the table.
I'm not sure if you're being sarcastic or not, but I'm pretty sure that's what she did.
I'm not being sarcastic",OPT
The water splashed,"The water splashed into the lake, and the white foam disappeared. A strong breeze ruffled the surface. A tiny white frog jumped down the beach.

""So, were you expecting a big fight?""

""You bet,""",GPT-Neo
The water splashed,"The water splashed after the storm. A team of four helicopters took her from the scene to the hospital.

The fire department on Sunday announced that six other firefighters had been named as the missing.

Earlier on Monday residents had told ABC",GPT-2
The water splashed,"The water splashed on the screen is a nice touch.
I was thinking the same thing.  I'm not sure if it's a bug or not, but it's a nice touch.",OPT
In the garage,In the garage the first thing I did was change the oil and replace my windshield wiper blades. All I have left are a few old ones that have been collecting dust for years. I bought two new ones for the price of one.,GPT-Neo
In the garage,"In the garage, he'd just come home from the concert that was going on, that was the first night he hit it hard all the way home,"" he says. ""We were both still in our diapers. He said, 'I'm doing",GPT-2
In the garage,"In the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in",OPT
He looked away,"He looked away and said something to them. Then he looked once more at the car. The man with the gun, maybe thirty, he had very short hair. I knew him to be a big man, much taller than me, and broader in",GPT-Neo
He looked away,"He looked away from the desk, and glanced at my shoulder. ""You know the one on that desk?""

""Oops.""

I looked over to find her and the rest of our team and I looked at a note from my",GPT-2
He looked away,"He looked away from the camera for a second.
I think he was looking at the camera.",OPT
The car stopped,"The car stopped at a black curb with a small sign that looked like a license plate:

ROC

I thought it was an old-fashioned parking meter, like I had seen in New York. But I was wrong. It was",GPT-Neo
The car stopped,"The car stopped in front of the man's home but was stopped by police shortly afterwards. The man claimed he was only trying to get in and was unaware they were armed.

The man had not been at home and he did not know what",GPT-2
The car stopped,"The car stopped and the driver got out and ran away.
I think the driver was the one who got out and ran away.",OPT
With a frown,"With a frown, he looked at the other soldiers. They were not impressed. They looked too tired and angry.

""Come on,"" he said. ""Let's get out of here.""

He was too tired and angry for this",GPT-Neo
With a frown,"With a frown on her face and almost tears in her eye, Anna let out a shaky whimper that caught Elsa cold. She leaned forward with her back straight, her lips curled with a grin.

""I just need something to talk about",GPT-2
With a frown,"With a frown on his face, he looked at the man who had just entered the room.
""I'm sorry, I didn't mean to interrupt you.""
""No, it's fine.
I was just about to go to",OPT
The sun set,"The sun set over the ocean, the waves rolled in, and everything was still except for the sound of the waves breaking on the shore. It was one last beautiful night in Sydney as I sat, looking out at the view of the city that I",GPT-Neo
The sun set,"The sun set a few weeks earlier, around 3 am. It was an uneventful day for the city of Vancouver. In fact, it's been five hours since our first meeting to announce our plans. We've spent half a year trying to",GPT-2
The sun set,"The sun set on the last day of the year, and the last day of the year was the last day of the year.

The sun set on the last day of the year, and the last day of the year was the last",OPT
As they waited,"As they waited on a quiet corner, he looked at her quizzically, as if he'd never seen her before. ""How tall are you?""

""Five-one.""

""Oh, that's pretty tall.""

He",GPT-Neo
As they waited,"As they waited, they stood their ground. And for awhile they sat, waiting at the edges of the room. Then he left. And then they were there.


You can see the pattern. ""The same kind of people we started from",GPT-2
As they waited,"As they waited for the bus, a group of young men in their 20s and 30s gathered around a small table in the middle of the street. They were talking about the latest news, and the latest news was that the police had arrested",OPT
The bird flew,"The bird flew to a tree, where it sat for a while, and then flew to the wall, turned around and landed on the same tree and began to eat. The woman was surprised.",GPT-Neo
The bird flew,"The bird flew, its tail swinging and flying away at the same speed and time as before.""

She added: ""She also made some good sounds as she flew off the screen. It looked like it was flying by a big tree.""",GPT-2
The bird flew,"The bird flew away.
I think it was a bird.",OPT
"Slowly, she walked","Slowly, she walked toward the house. The sun was high in the sky, but the sky itself was a dark, cloudy pallor that made her head ache. She knew that she was going home, but she couldn't quite think why",GPT-Neo
"Slowly, she walked","Slowly, she walked away. It looked like she wasn't getting through, but that was it, her feet were out there, it was nothing, she couldn't have done something just now. She did, and she stood there doing nothing.",GPT-2
"Slowly, she walked","Slowly, she walked towards the door.
She was a little nervous, but she was also excited.
She had been waiting for this moment for a long time.
She had been waiting for this moment for a long time.",OPT
The grass swayed,"The grass swayed in the wind like a feather.

""There's one of us,"" said the other.

""But...you're the one we should be talking to.""

""What?"" The second man pulled his scarf up",GPT-Neo
The grass swayed,"The grass swayed as the trees closed in one of the big clusters of trees.

'He saw what he saw. How she was done.""

At the wheel he saw her. His lips watered. He saw everything.""

""",GPT-2
The grass swayed,"The grass swayed in the wind.
The grass swayed in the wind.
The grass swayed in the wind.
The grass swayed in the wind.
The grass swayed in the wind.
The grass swayed in the wind.
The",OPT
In the closet,"In the closet, a closet full of sweaters, a closet full of sweaters, a closet full of sweaters. Not many people live in a tiny apartment and so when you live in a tiny apartment, you need some type of storage space",GPT-Neo
In the closet,"In the closet, I felt like I could feel his breathing, to the point where they would try to lift me off. I was feeling too much stress and in constant pain. I thought it was just an accident that happened.""

When he",GPT-2
In the closet,"In the closet?
I think he's just a closeted gay man.",OPT
She stepped forward,"She stepped forward and placed his hand on her chest. ""Yes.""

He took a step closer, and his hand closed into a fist. ""I don't believe you.""

""You are wrong.""

""How did I",GPT-Neo
She stepped forward,"She stepped forward. She opened the door to see his white robe lying atop a bed, his robe covered with dusky skin against his back, the large hand clasped around his waist at the side of the bed, and his hands behind his back",GPT-2
She stepped forward,She stepped forward and said she was sorry.,OPT
The door opened,"The door opened and I saw a man enter. He was dressed in full regalia of power: a suit of armor and a helmet of some sort. He was a soldier of a company I had never heard of, yet was a part of the",GPT-Neo
The door opened,"The door opened, and she walked through.

""Oh my God, you need to go, Mom."" You were about to go over there and talk to a woman, but the girl said something that got up your spirits. She looked at",GPT-2
The door opened,The door opened and I saw a man in a white lab coat. He was holding a small box. I was confused. I looked at the box and saw a small box. I looked at the box and saw a small box. I looked,OPT
With a gasp,"With a gasp, the man standing before her stood at attention, his left hand grasping a white-gloved hand across his chest. He looked like he might be in his mid-twenties, but then, he was also the first man",GPT-Neo
With a gasp,"With a gasp, the staff member who had just walked in looked at her as though he could see him. When he turned around, it was back to the other side of the room and all hell was now swirling around him. She grabbed the staff",GPT-2
With a gasp,"With a gasp, I realized that I had been reading the comments on the article.",OPT
The rain fell,"The rain fell in sheets, soaking us to the skin and muddying our shoes so we could barely negotiate the few steps from the bus stop. The water pooled at the back of our knees and it filled our socks, so we were forced to",GPT-Neo
The rain fell,"The rain fell late with heavy rain which started to wash over Lake Superior on Monday night. The last of the showers hit the lake early afternoon which meant the morning wind shifted the winds to the right.

It was not clear exactly how far down",GPT-2
The rain fell,"The rain fell in torrents on the first day of the annual World Water Day, and the water was so cold that it froze on the ground.

The water was so cold that it froze on the ground.

The water was",OPT
As day began,"As day began to wear on the streets of East London, the riot began to be reported.

On Wednesday afternoon two busloads of police, fire fighters and other emergency services surrounded the area and kept the rioters away.

It seems",GPT-Neo
As day began,"As day began, many people saw the group coming; about 40, but no one else knew. The group was led by one of the elders. We asked his name, what to expect, and what to say. At last they were welcomed,",GPT-2
As day began,"As day began, the sun was shining and the temperature was in the mid-70s.

The sun was shining and the temperature was in the mid-70s.

The sun was shining and the temperature was in the mid",OPT
The smoke rose,"The smoke rose from the kitchen of my aunt's house. The kitchen was a white-clapboard affair with a round table in the middle with a chair by it. On the table were a white plate, a white jug of orange juice,",GPT-Neo
The smoke rose,"The smoke rose to a level that made me remember the fact that I'd forgotten to turn off the lights. Now I'd need the lights to go on at the end of a long day, and the smoke was going off. I looked up at",GPT-2
The smoke rose,"The smoke rose from the chimney of the house, and the smell of burning wood filled the air.
The house was a small one, with a small yard and a small porch.
The porch was a small one, with a small",OPT
"Gently, he pushed","Gently, he pushed the door open with his foot.

'There you are, sir! Do you want to have dinner with us?'

Sir Isaac was still standing before the door.

'Not yet, thank you.",GPT-Neo
"Gently, he pushed","Gently, he pushed his body forward in an arc that turned it into a long, deep space filled with hundreds of feet of stone. With every step he made, the walls began to tremble. His body was crushed. All his body and",GPT-2
"Gently, he pushed","Gently, he pushed her back against the wall.

""I'm not going to hurt you,"" he said. ""I'm just going to ask you a question.""

""What's that?""

""I'm going",OPT
The waves lapped,"The waves lapped on beaches, but not in a way that any local could see.

He felt the water seep into the bottom of his shoes. He felt his feet, and then felt his knees, until he could no longer see",GPT-Neo
The waves lapped,"The waves lapped the pavement, turning one way and the other, but no one was still in the road in the early hours of Tuesday.

In the early hours of Wednesday morning, a witness noticed a man walking down the street. He",GPT-2
The waves lapped,"The waves lapped at the shore, and the sun shone brightly.
The waves lapped at the shore, and the sun shone brightly.
The waves lapped at the shore, and the sun shone brightly.
The waves lapped",OPT
In the foyer,"In the foyer, in the back of the ballroom, at the top of the stairs, sitting in the back corner of the dance floor, in a shadowy corner just out of the light's range, behind a small group of students, a",GPT-Neo
In the foyer,"In the foyer of the lobby for the launch ceremony, Trump gave me one of his latest shots at Sen. Kirsten Gillibrand (D-N.Y.) after her scathing remarks in February about Obamacare on the Senate floor. Trump pointed",GPT-2
In the foyer,"In the foyer of the new building, there is a small room with a small table and chairs.  It's a place to sit and relax.  It's not a place to eat.  It's a place to sit and relax",OPT
He looked back,"He looked back at the room. ""They're all the same to me, of course. There was a lot more to it than that, back at the university—a lot of things, really, that I don't remember now.""",GPT-Neo
He looked back,"He looked back at the old man. ""I suppose it is possible I may well have been a bit wrong. The man who died last evening was a pretty big fat lad with a few bucks."" He glanced over at Arthur. ""I'm sure",GPT-2
He looked back,"He looked back at me and said, ""I'm sorry, I'm not a good kisser.""
I'm sorry, I'm not a good kisser.
I'm sorry, I'm not a good kisser.
I",OPT
The phone rang,"The phone rang, interrupting my reverie. I was trying not to let it affect me. With a sigh, I answered it, ready to be informed of some sort of calamity. Instead, my father's booming voice rang through my head",GPT-Neo
The phone rang,"The phone rang, but I was still on my feet. ""It's my family's phone,"" he said, smiling.

It was at 6:30 a.m., just under noon, that I woke up and realised my friends still",GPT-2
The phone rang,"The phone rang.
It was the police.
I was in the middle of a conversation with my mother.
I was in the middle of a conversation with my mother.
I was in the middle of a conversation with my mother.",OPT
With a yawn,"With a yawn and a heavy sigh, I settle onto a chair beside my bed and gaze at the bedside clock. It’s mid-morning. I’d had the doctor check me out on Friday and she told me that I",GPT-Neo
With a yawn,"With a yawn in the back of her mind she was beginning to realise exactly how much she had made herself. She could only hold her breath, let herself go numb to the intense sensation as she opened her eyes and closed them.

Her face",GPT-2
With a yawn,"With a yawn.
I'm not sure if you're being sarcastic or not, but I'm going to assume you're being sarcastic.
I'm not being sarcastic.  I'm just tired of the same old shit.  I'm",OPT
The ice melted,"The ice melted in the North Pole last night, as temperatures plummeted to minus 50 degrees Fahrenheit (-46 degrees Celsius), making it the coldest Christmas ever recorded. The ice is melting because of the warmer southern waters that are pushing up the continental shelf all",GPT-Neo
The ice melted,"The ice melted quickly. The water was freezing cold for a small amount of time. However, the area around the lake was so bright that the snow was quite dark. The water was so hot that the air was extremely hot. Suddenly, the sun",GPT-2
The ice melted,"The ice melted.
I'm not sure if you're joking or not, but it's not melted.
I'm not joking.  It's not melted.  It's just a picture of a lake.  It's not a",OPT
As they listened,"As they listened to the news on the radio, they heard that
the first of May. There was no mention of the New Year, and so with
a sinking heart they left home to begin the year with a New Year. That
New",GPT-Neo
As they listened,"As they listened, the men who had been captured by the Germans did not think too much of it. In the end, the Americans were glad to kill the Germans for the sake of one of the most valuable prisoners they had ever given up.",GPT-2
As they listened,"As they listened to the crowd, they realized that they were going to have to do something.

The crowd was chanting, “We want to see the president!”

“We want to see the president!�",OPT
The fire crackled,"The fire crackled and sputtered and threatened to outpace her when her foot slipped in the snow.

When she finally stopped, she felt numb for five or ten minutes before the first shock of pain came. When she finally was able to",GPT-Neo
The fire crackled,"The fire crackled with heat and flames that engulfed the building. Residents reported a mixture of smoke, but no injuries, and the city said the blaze was contained.

[Read: Residents fight to save their homes in South Bay by building a",GPT-2
The fire crackled,"The fire crackled and crackled.
The fire crackled and crackled.
The fire crackled and crackled.
The fire crackled and crackled.
The fire crackled and crackled.
The fire crackled",OPT
"Quietly, she moved","Quietly, she moved with surprising grace, the way people do in movies. To her left, her neighbor's garden was a dark green jungle, its weeds sprouting from the rich soil. To her right, a stand of mature apple trees",GPT-Neo
"Quietly, she moved","Quietly, she moved on to writing novels based on her own experiences, as well as novels that were inspired by contemporary political events such as the Iran-Contra scandal and the Vietnam War. She wrote an essay about this in the Washington Post",GPT-2
"Quietly, she moved","Quietly, she moved to the back of the room, and began to read the book.
She was reading a book about the history of the United States.
She was reading it in a quiet voice, and she was reading it",OPT
The flower bloomed,"The flower bloomed and blossomed all the way from the tip of her toes to the end of her nose. Every now and then, she would lift her foot to scratch it, but then she would have to cover it again. So she had",GPT-Neo
The flower bloomed,"The flower bloomed just after a large earthquake hit the Japanese island of Hokkaido as the city on Monday began to look more and more like an archaeological site.

""When we arrived, we were shocked,"" said Tomoya Sugawara",GPT-2
The flower bloomed,"The flower bloomed, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew,",OPT
In the corridor,"In the corridor outside her office, a young man, wearing a gray suit and a blue and white bow tie, is holding a large box wrapped in pink paper. It looks like an oversized present.

As soon as she sees him, Kim",GPT-Neo
In the corridor,"In the corridor to the upper deck, a second security guard spotted the same car. Once again, she saw the same guy who had stopped to look in and found this man, in fact, that he was standing in front of the car when she",GPT-2
In the corridor,"In the corridor of the new building, there is a small room with a small table and chairs.  It's a place to sit and relax.  It's not a place to study.  It's a place to relax.  It",OPT
She stood up,"She stood up and looked down, then looked for the car keys and took off, but ran right into something. A man.

Gage put his arm around me. ""I'm sorry. I didn't see you.""

""",GPT-Neo
She stood up,"She stood up and ran to the front door with his arms outstretched, reaching into his pockets for that last piece of advice—that once he had it, there would be no more questions. This was true because not only were things like this happening",GPT-2
She stood up,"She stood up for herself and she's a fucking hero.
I think she's a hero for standing up to a man who was clearly trying to rape her.
I think she's a hero for standing up to a man who was clearly",OPT
The baby giggled,"The baby giggled and his eyes closed, and his head fell back against the side of the mattress.

""I see it all,"" said the baby.

The mother looked down upon the sleeping child and wondered at her own stupidity.",GPT-Neo
The baby giggled,"The baby giggled at her own laughter and he leaned in harder at the sound.

""Just in case you guys try and stop me from coming here, it's just not fun!"" she giggled as she began making out with one of",GPT-2
The baby giggled,"The baby giggled and smiled at me.
I'm sorry, I don't understand.
I'm sorry, I don't understand what you're asking.
I'm sorry, I don't understand what you're saying.
I",OPT
With a shrug,"With a shrug and a groan, I turned away from the road to see this large blue monster lumbering down the lane. It was big, but not really huge. I mean, it was twice my size and, if I were really quick",GPT-Neo
With a shrug,"With a shrug, a woman took my hand. When I showed that hand to her, it was as though she had been sitting on the floor with my father.

As she was leaving, she picked up my hand and handed it to me",GPT-2
With a shrug,"With a shrug, he said, ""I don't know. I'm not a scientist.""

""I'm not a scientist either,"" I said. ""I'm a writer.""

""I'm a writer too,"" he said",OPT
The bell tolled,"The bell tolled when a certain Mr. W. W. Green was hanged at Lewes, Sussex, in the reign of King William III. He was one of the men, and one of the very few, who, as a mere clerk",GPT-Neo
The bell tolled,"The bell tolled, it was already dark in the night.
The bell tolled, it had already been extinguished.
The dark night.
A light was light.
It appeared that the moon was a good spot to be.",GPT-2
The bell tolled,"The bell tolled for the last time at the end of the last season.

The final whistle blew on the final game of the season for the University of Calgary Dinos men’s soccer team.

The Dinos finished",OPT
