xi,xj,LLM_model
She explored the,She explored the question of how far the government should go to protect the public from fraud when it came to protecting their banks from potential fraud and theft by individuals. The case involved two groups of people both using the same bank in San Francisco: a group,GPT-Neo
She explored the,"She explored the world of online gaming culture. A few years back he developed this website where people could meet up for drinks while playing the newest video games that were released from Warner Bros. on a whim.

I spent a good portion of the",GPT-2
She explored the,"She explored the world of the living dead, and she was able to find a way to get back to the living.",OPT
The rooms echoed,"The rooms echoed with the sound of hundreds of clocks striking midnight. The only illumination came from a lamp in the corner of the room, the light from which was enough to see by. The chamber appeared to have been created from a maze of tunnels,",GPT-Neo
The rooms echoed,"The rooms echoed in the evening. There were two men standing outside, both carrying swords and axes, just behind the main door. They were covered in blood, and their faces were bloodstained, with bloodstains on their back.

The",GPT-2
The rooms echoed,"The rooms echoed with the sound of the wind.
The wind was a constant companion.
It was a constant companion that was always there.
It was a constant companion that was always there.
It was a constant companion that was always",OPT
With a chill,"With a chill in the air and clouds of dust in the distance, these two men stand in their front yard in North Texas. For nearly two centuries they’ve cut and stacked their way through this fertile land. Each day they are reminded that",GPT-Neo
With a chill,"With a chill in her voice, she replied, ""I see you're very young."" [sic]

In the hallway of the room, she took a sip of her coffee, and sat.

The group was about six feet from",GPT-2
With a chill,"With a chill in the air, the first day of fall is here
The first day of fall is here.
The National Weather Service says the first day of fall is today, Sept. 22.
The weather service says the first day",OPT
The ghost appeared,"The ghost appeared at the base of a tree. ""I must've been just a little young to remember you, little boy,"" it said. ""I was eight, like you, when my daddy sent me to join the military. I don't",GPT-Neo
The ghost appeared,"The ghost appeared to be holding the spirit of a person he had known for a long time, and suddenly stopped dead. He looked at Ling, and she knew this: the spirit held by the spirit's name was the spirit that had summoned Ling.",GPT-2
The ghost appeared,The ghost appeared to me in the middle of the night. I was in my room and I heard a noise. I looked out the window and saw a figure standing in the middle of the road. I was scared shitless. I ran out,OPT
As they trembled,"As they trembled in terror, they saw the
fire and then the flames burst forth in all directions, the sound
of which was heard in the mountain of snow. They were on the point
of breaking into the house where, as they",GPT-Neo
As they trembled,"As they trembled as they heard about that, the man was surprised that there was another one; it was him, but he did not dare to talk, even when he wanted to be as friendly to all men, as he was once.",GPT-2
As they trembled,"As they trembled in fear, the men in the room turned to each other and whispered, ""We're fucked.""
I'm not sure if you're being sarcastic or not, but I'm going to assume you're being sarcastic.",OPT
The mystery deepened,"The mystery deepened over the weekend as the FBI said this weekend it had ""no evidence"" to support a theory that the San Bernardino, California killings were an act of terrorism, despite a federal law enforcement official saying earlier he believed there was ""clear",GPT-Neo
The mystery deepened,"The mystery deepened when police seized a second gun, apparently belonging to the suspect, when they searched the home where the victim had spent the evening.

According to witnesses, officers saw a ""very large handgun, dark colored"" at his feet",GPT-2
The mystery deepened,"The mystery deepened when the man was found dead in a car in the parking lot of a hotel in the city of Puebla, Mexico, on Saturday.

The man, who was in his 40s, was found dead in",OPT
"Quietly, he hacked","Quietly, he hacked off a chunk of meat tenderized by the oven after cooking but before serving. With a clean knife, he sliced up the remaining, uneaten portion with the other cuts and seasoned the meat with brown sugar and hot",GPT-Neo
"Quietly, he hacked","Quietly, he hacked over to your smartphone.

Your phone began to vibrate, or maybe you wanted something done. If not, maybe his computer just went mad and started calling you, and you didn't stop him. You'd",GPT-2
"Quietly, he hacked","Quietly, he hacked the game.
I'm not sure if you're joking or not, but I'm pretty sure that's not how it works.
I'm not joking.  He's not hacking, he's just exploiting",OPT
The firewall breached,"The firewall breached during this time? The main security
problem in a Linux system (especially during boot) is the
init process. The kernel, or at least the older 2.6.x kernels, lacks
a mechanism for passing a boot",GPT-Neo
The firewall breached,"The firewall breached, and one of Russia's main military jets was destroyed, according to the report.

A statement from the US State Department said that the aircraft was shot down, but that Moscow had said it did not have data suggesting that Russian",GPT-2
The firewall breached,"The firewall breached.
I'm not sure if you're joking or not, but I'm pretty sure that's not how it works.
I'm not joking.  The firewall is breached.
I'm not joking.  The firewall",OPT
In the network,"In the network of the present invention, a broadcast and non-broadcast station, which belong to the same broadcasting service area, respectively, do not simultaneously broadcast the same broadcast data item. However, when a communication facility and a communication terminal are located",GPT-Neo
In the network,"In the network's first game in May, the city's first women's volleyball team fielded a ""Cookie War"". That's when women fans got so invested in playing basketball with men like George Bush, that this year's game became the first of",GPT-2
In the network,"In the network of the present invention, the term ""network"" is used to refer to a collection of interconnected computer systems, such as a network of computers, a network of servers, a network of routers, a network of switches, a network",OPT
She encrypted the,"She encrypted the files of the first victim with the key in her mind. This meant the only person the thief didn't need to hear was her.

Logan stood still, his breath raspy and his chest heaving. He wanted",GPT-Neo
She encrypted the,"She encrypted the text messages to make sure they weren't being shared and found them on a list of things that was later passed along to authorities.

The girl went to the school and was sexually assaulted while she was asleep on the roof of a",GPT-2
She encrypted the,She encrypted the data on her phone.,OPT
The data secured,The data secured from the NHANES study is available on the US National Library of Medicine website (<https://www.nlm.nih.gov/data/nhanes/dwso_sfsa2_access.html>,GPT-Neo
The data secured,"The data secured by the NSA was of course encrypted on a single server, and thus, the government should be able to ""read"" it and decrypt it as well. Although a number of companies did take action. One of them, IBM, also",GPT-2
The data secured,"The data secured by the blockchain is encrypted and cannot be accessed by anyone.

The blockchain is a distributed ledger that records transactions and other data.

The blockchain is a distributed ledger that records transactions and other data.

The blockchain",OPT
With a ping,"With a ping of a foot, I slipped in behind the woman, who was holding a plate of bacon wrapped in bacon. The smell of the meat made me hungry. She turned to the kitchen.

""What can I get you to eat",GPT-Neo
With a ping,With a ping time of 1.25h40m the game is just over two hours away from being completed.,GPT-2
With a ping,"With a ping of around 100, I can't imagine how bad it would be with a ping of 200.   I'm not sure if it's possible to get a server that's not in the US, but I'd be willing to",OPT
The connection established,"The connection established by
H.R. 1 (“To require State and local law enforcement
agencies to comply with the Fourth Amendment to
the United States Constitution”), however, was
never meant to apply to the same entities",GPT-Neo
The connection established,"The connection established with the ""black hole theory"" suggests that the entire universe, including the Universe as a whole, is somehow connected by time and space so that one can eventually see and understand the Universe as any other object can. The black hole theory",GPT-2
The connection established,"The connection established between the two is that they are both in the same universe.
I think the connection is that they are both in the same universe, but not the same universe.
I think the connection is that they are both in the",OPT
As they monitored,"As they monitored the progress on the project over the past few days, Tammam said it was clear the project could not be completed in the original time frame, due to the difficulties and issues that had arisen.

On Wednesday, an official",GPT-Neo
As they monitored,"As they monitored the site, she pointed out a map of a huge lake called The Sperm Rock, which has a different color than water.

""This lake looks like this: red, brown, blue, purple – it represents a large",GPT-2
As they monitored,"As they monitored the situation, the two men were seen walking down the street, and then they were seen walking back to the car.

The men were described as being in their 20s, and one was wearing a black hooded sweats",OPT
The system hummed,"The system hummed, the sound of a dozen voices humming together like bees working together. No one knew it yet, but at least three hundred people would get inside an elevator as the doors shut. They'd be the first to get into the elevator",GPT-Neo
The system hummed,"The system hummed for most of the match but gave the French their third successive loss.

Media playback is not supported on this device French international's goals win - Flemish coach

At this stage of the campaign, though, is",GPT-2
The system hummed,"The system hummed and the lights flickered.

The lights flickered and the hummed.

The lights flickered and the hummed.

The lights flickered and the hummed.",OPT
"Gently, she massaged","Gently, she massaged the back of his neck with the flat of her hand, using small circular movements—like shaking hands. That made his back relax.

""Like this,"" she said.

They went on like this for",GPT-Neo
"Gently, she massaged","Gently, she massaged Harry's chest at the same time as she tried to kiss her. The three of them drifted apart. Harry's hands continued the kiss, the two of them stretching out on the bed that he always made Harry wear.",GPT-2
"Gently, she massaged","Gently, she massaged his balls.
I'm not sure if I should be laughing or crying.",OPT
The dough formed,"The dough formed the entire back of the bread, as it was too thick to work with in a pan. I used olive oil (I had it on hand, the olive oil was so good) and added it to the dough.

The",GPT-Neo
The dough formed,"The dough formed with a rolling pin until it was about halfway down the side of the bowl.


Place it into the refrigerator until I have chilled it. (Do not use warm water.)


Once it's chilled, combine the cream cheese",GPT-2
The dough formed,"The dough formed into a ball and then rolled into a log.
I'm not sure if you're joking or not, but that's not how it works.
I'm not joking. I've seen it done.
I've seen",OPT
In the pizzeria,"In the pizzeria of the restaurant, there was a woman who was not a single.

As you walked through the restaurant you could see the barbeque outside, and you could hear the music. On another table sat two single parents and",GPT-Neo
In the pizzeria,"In the pizzeria at the back:

""I had been asked for some extra work, but they gave me just enough to last through the week. I feel like I can't possibly go to work on Sundays when I'm on lunch break",GPT-2
In the pizzeria,"In the pizzeria, the owner is a woman.
I'm not sure if you're joking or not, but that's not the case.
I'm not joking. I've seen it happen.
I'm not joking either.",OPT
He tossed the,"He tossed the gun aside. He stood up, shoving aside the desk, and began to walk out of the room, out of the house. ""I'm telling you!"" he said to himself over and over again. ""I'm telling you",GPT-Neo
He tossed the,"He tossed the bill at him like a ball of fire.

""It came in from a different angle,"" said Davis. ""'I'll try a different route, I'll try a less traditional one. It's a matter of time, but",GPT-2
He tossed the,"He tossed the ball to the other team.
I think he was trying to get the other team to throw it back.",OPT
The crust stretched,"The crust stretched, and the waves crashed against the rocks, so heavy, that his boatman, who had to stand up and swim, was tossed aside. On the other side the _Jolly Roger_ had slipped off, but he did not",GPT-Neo
The crust stretched,"The crust stretched a good 10-15 inches (100 cm) across and gave us a nice, smooth crust with a fairly solid texture.

I didn't know how it worked and I didn't know if it was the same recipe you use",GPT-2
The crust stretched,"The crust stretched out like a rubber band.
I think it's the cheese.",OPT
With a sprinkle,"With a sprinkle of salt.

I’m talking about the kind of salt that’s typically found in the supermarket, where you pick out the most expensive granules and pour it into a measuring cup. It’s not",GPT-Neo
With a sprinkle,"With a sprinkle of salt, it tastes like a little butter.

So, with the sauce still firmly on the tongue, simply place it on top of the chicken and you're done! Just keep them in this for a day – you can",GPT-2
With a sprinkle,"With a sprinkle of salt.
I'm not sure if you're being sarcastic or not, but I'm going to assume you're being sarcastic.
I'm not being sarcastic.  I'm just saying that it's a good idea to",OPT
The toppings added,"The toppings added to the toasted pizzetta were cut in half, and the cheese was shaved down just a little, just enough to make it slightly less soft and less rubbery.

""Now, I want you to come back up",GPT-Neo
The toppings added,"The toppings added a unique bit of realism to the show, and added in some of the best action I have ever seen (in a big way) against various villains. I saw how it handled all the various characters fighting, and tried to create",GPT-2
The toppings added,"The toppings added to the pizza are the best part.
I agree. I love the cheese and the pepperoni.",OPT
As they baked,"As they baked, Gennaro tried to persuade the two men to leave the inn. The men wouldn't leave. The night was young—only nine o'clock. They would spend one more night here. As if by magic, they found",GPT-Neo
As they baked,"As they baked, we found other ingredients added to the baked goods were added to the bread and butter and baked together in the oven. The bread and butter will often include dried fruits, or fruit that has never been allowed to stand on its own.",GPT-2
As they baked,"As they baked the cake, the cake was being baked.
I'm not sure if you're being sarcastic or not, but I'm going to assume you're being sarcastic.
I'm not being sarcastic.  I'm just saying that",OPT
The cheese melted,"The cheese melted on his mouth.

""You know what?"" she whispered. ""If I didn't love you this much, I'd have gone into this thing cold.""

He tried not to let it show how much this meant to",GPT-Neo
The cheese melted,"The cheese melted into one solid serving. The mixture was then wrapped in a parchment (and shredded into a fine piece).

You'll need a good serving size, which is probably one cup or two large or two small.

A few",GPT-2
The cheese melted,"The cheese melted on the bread.
I'm not sure if you're joking or not, but that's actually a thing.
I'm not joking. I've seen it happen.",OPT
"Carefully, he wielded","Carefully, he wielded the whip once more, but it did so only with a soft touch.

“No, not yet,” he answered softly.

It was only then that a small part of him had been expecting",GPT-Neo
"Carefully, he wielded","Carefully, he wielded an unrefined, untarnished knife, and he killed as many people during his reign as could be spared, not to mention all the people he'd murdered, and everyone he'd kidnapped, and all his friends -",GPT-2
"Carefully, he wielded","Carefully, he wielded a sword.
He was a master swordsman.
He was a master swordsman.
He was a master swordsman.
He was a master swordsman.
He was a master swordsman.",OPT
The sword gleamed,"The sword gleamed in the light, just as the man did. But the look in the man's eyes now was something akin to hope as he reached into the sack-filled canvas sack and brought out what appeared to be an arm. It was",GPT-Neo
The sword gleamed,The sword gleamed from that day.,GPT-2
The sword gleamed,"The sword gleamed in the sunlight, the blade gleamed in the sunlight, the blade gleamed in the sunlight, the blade gleamed in the sunlight, the blade gleamed in the sunlight, the blade gleamed in the sunlight, the",OPT
In the dojo,"In the dojo of Aiki, you make your connection to that object/you, and to the other person. This is how the connection happens. However, there's a slight problem. This does not mean that you can just turn left and",GPT-Neo
In the dojo,"In the dojo room, he began performing his original music, called ""Escape from my house the Clown."" By the mid-1960s they found that many more children were involved, so he started doing what had become an experimental work, including",GPT-2
In the dojo,"In the dojo, you can see the ""new"" tab.",OPT
She practiced the,"She practiced the craft of the flute in the New Orleans area and is an accomplished cellist. She currently teaches cello and piano at the International School of Music in New York City. She also has two children, including a daughter born with an",GPT-Neo
She practiced the,"She practiced the last couple of weeks and it turned into a very nice, quick presentation of the whole process.

As a final note to your readers: my goal was to make sure you have the ""best"" video possible during your lectures.",GPT-2
She practiced the,"She practiced the art of the selfie.
I think she's just a really good photographer.",OPT
The kata flowed,The kata flowed freely and easily and was performed to perfection. It's been a long time since I was happy and it takes a lot of training to get through the motions of kata. I don't really get the kata that well anymore,GPT-Neo
The kata flowed,"The kata flowed slowly as water entered.

The figure of the kata was about halfway up the water and looked like it was ready to swim in. ""It's going to be very long.""

When the second kata finished",GPT-2
The kata flowed,"The kata flowed well, but the execution was a bit sloppy.",OPT
With a bow,"With a bow to their illustrious predecessors, “The Avengers” will return to Marvel Studios’ Avengers world for a fourth outing in “Captain America: The First Avenger.” Now, director Taika Waititi and a whole crew",GPT-Neo
With a bow,"With a bow.


The word is simple. I don't have any kind of hair on my head, I'm in the bath. I don't even wear my hair - maybe I already bought that, what is it with you? If",GPT-2
With a bow,"With a bow and arrow.
I'm not sure if you're being serious or not.
I'm being serious.  I'm not sure if you're being serious or not.
I'm not sure if you're being serious or",OPT
The lesson ended,"The lesson ended, and the boys sat in their seats watching a movie on the screen the teacher had told them to watch, which she had watched twenty-eight times. The lesson had to end, she said. They had to go to the car",GPT-Neo
The lesson ended,"The lesson ended there, and with a final kiss, I was finished.

So how'd the story go after that? Was it just my time?

Well, in a way I did, as soon as it was done with a",GPT-2
The lesson ended,"The lesson ended up being that you should never trust a woman who says she's a feminist.
I'm a feminist and I'm not a woman.
I'm a feminist and I'm not a man.
I'm a feminist and",OPT
As they sparred,"As they sparred, they discussed whether or not it was the right thing to do.

“It’s kind of my duty,” he said.

“This is a public duty, I’m",GPT-Neo
As they sparred,"As they sparred for time in the ring, they did well to keep their distance. As they stood, you could tell they were struggling, but the fight was over.

The ring was now open for the match. The two combatants were",GPT-2
As they sparred,"As they sparred, the two men were separated by a police officer.

The officer, who was not identified, told the men to stop fighting and to get on the ground.

The officer then told the men to get on",OPT
The skills improved,The skills improved throughout the season and will be available for the playoffs after the Islanders' run to the first round of the Stanley Cup Playoffs. He made 26 saves on 27 shots to help New York to a 4-1 victory in Game 5 against the,GPT-Neo
The skills improved,"The skills improved so rapidly that they will be seen by a lot of younger users, and they are used by a lot of the older users. These results are what will determine who has the best skills at a given job. So, in the long",GPT-2
The skills improved,The skills improved a lot.,OPT
"Slowly, she paddled","Slowly, she paddled out a couple of yards and then stopped.

""Come on,"" Mika said. ""I mean, I just don't...""

""No."" She closed her eyes. ""I just don",GPT-Neo
"Slowly, she paddled","Slowly, she paddled over to a nearby tree with her friend. ""There's nothing you can do for me,"" she said.

""Oh, wow. And that really scares me. Because this thing is so terrifying, isn't",GPT-2
"Slowly, she paddled","Slowly, she paddled her way to the shore.
She was so tired, she didn't even notice the man standing on the shore.
He was a tall man, with a long, dark beard.
He was wearing a",OPT
The canoe glided,The canoe glided easily through the black water and the men in the boat were deep in conversation. I could hear it all in a sort of low murmur. That was the kind of chatter that I could hear so strongly; I would have to,GPT-Neo
The canoe glided,"The canoe glided down the small river and to the land, and the canoe came into sight of the man walking on it. There were about four hundred Indians with him. A small boat was at hand, and many men were ready to depart at",GPT-2
The canoe glided,"The canoe glided through the water, the wind whistled through the trees, and the sun shone through the trees.
The canoe was a beautiful sight to behold.
It was a beautiful day, and the canoe was a beautiful sight.",OPT
In the lake,"In the lake of Babylon, in the land of Shinar, I saw the daughter of the king of Babylon, she who was the mother of all the earth. She was the most beautiful of women, the joy of the king, the delight of",GPT-Neo
In the lake,"In the lake, you'll find something similar to the ones in the lake above though. Like in the water and the lakes, the lake is a little drier. The water will give a more comfortable feel for a swim and make it easier to",GPT-2
In the lake,"In the lake, the water is so cold that it freezes the ice.
I'm not sure if you're joking or not, but that's not true.
I'm not joking. I've been to the lake.
I'm",OPT
He cast the,"He cast the spear for the third time and was about to cast again when
the spear went astray.

""No, that won't do. Now try again,"" said Arjuna.

""Very well,"" said Vrik",GPT-Neo
He cast the,"He cast the spell for some time, but he died in a fight and the sorcerer's life was shattered. The new mage had given his name to his former self, who had learned from the great sorcerer that he could still retain his humanity. With",GPT-2
He cast the,"He cast the spell on himself.
I think he cast it on himself, but it was a spell that he cast on himself.",OPT
The line flew,"The line flew, with the wind pushing it back and forth like a knife. The waves crashed against the cliffs, sending spray. The air was cold and thin, and sweat dripped down his face. The weight of the body pulled on him.",GPT-Neo
The line flew,"The line flew out of the city's street corners and was picked up nearby with a roar from both groups, one of them screaming as the other punched the top of the parked parked carriage.

""How dare you!"" someone yelled. They then",GPT-2
The line flew,"The line flew out of the stadium.
I was there. It was a great game.",OPT
With a splash,"With a splash of orange, and with the aid of a few swaths of green, this is the first major post of the new year.

This is a new blog, and one of those new ones that is really worth writing about.",GPT-Neo
With a splash,"With a splash of paint on its skin, the model should look like an old leather jacket. But as far as the paint is concerned, it looks great with a touch of a pink on the waist.

The model is priced at US$",GPT-2
With a splash,"With a splash of red, a splash of blue, and a splash of green, this is a pretty sweet deck.
I'm not sure if I'm missing something, but I don't see any green.
I think he means the",OPT
The fish bit,"The fish bit, and he bit me.

He did that with each of his victims, in a way that seemed a bit like self-punishment, a little cruel but satisfying. Sometimes the fish bit him too hard. And he�",GPT-Neo
The fish bit,"The fish bit her head with a sledgehammer.

""Don't take them away! They are now mine!""

Suffered her first blow, the fish was no longer a threat.

""They were only so bad",GPT-2
The fish bit,"The fish bit is a bit of a stretch.
I think it's a bit of a stretch to say that the fish bit is a stretch.",OPT
As they fished,"As they fished the next morning, they were surprised to find that most of their catch had been consumed. They continued to fish throughout the week, but without their usual success. The fish were too heavy for their hooks to set properly and many snapped",GPT-Neo
As they fished,"As they fished at last, he thought to himself over what he had seen, and his lips were dry and cold, like a lump of iron in a furnace. He was a pale-faced man, a man in a short gray hair.",GPT-2
As they fished,"As they fished for the first time in their lives, the boys were given a lesson in the importance of the ocean.

The boys, who are from the village of Kudu, were given a lesson in the importance of the",OPT
The day passed,"The day passed slowly for the man who had given up his life to save a man's son. He had had to use every ounce of his strength, every second of time, every single moment, to free the lad from the creature's grip.",GPT-Neo
The day passed,"The day passed without any serious casualties or the death of those who had stood by,"" he said, adding that he will be ""absolutely"" aware of the ongoing threats.

The government made public on May 26 that it was considering ""serious action",GPT-2
The day passed,"The day passed and I still haven't received my order. I'm not sure if I should be worried or not.
I'm in the same boat. I ordered on the 15th and still haven't received anything. I'm not sure",OPT
"Quietly, he sketched","Quietly, he sketched out his vision of an America where Muslims and Jews “have equal status as citizens and equally important roles.” That vision can be found on a three-page “Statement of Principles,” the",GPT-Neo
"Quietly, he sketched","Quietly, he sketched out what it would take to have the ship cut down from the top off at about the same depth as the ""Sleeping Stone"", so that it would be able to survive the onslaught of a storm of storms",GPT-2
"Quietly, he sketched","Quietly, he sketched out a plan to take over the world.

He was a young man, a student at the University of California, Berkeley, who had just been elected president of the student government. He was a charismatic",OPT
The portrait emerged,"The portrait emerged with a sudden flare of anger that had nothing to do with me. He was on his knees in a gutter a few yards from the club, trying to remove the plastic bag in which he'd wrapped the photographs. By accident I",GPT-Neo
The portrait emerged,"The portrait emerged online Thursday night, days after several anti-Trump protesters were shot and killed by police.

Diane Spanos and her daughter, who was also pictured on the picture, were leaving a protest with other protest members at the G",GPT-2
The portrait emerged,"The portrait emerged from a series of photographs taken by the photographer, who was working on a project about the history of the city.

The portrait was created by the photographer, who was working on a project about the history of the city.",OPT
In the square,"In the square in front of the town hall, in a tiny cafe, where no one noticed me, they were saying: You must try the crème brûlée.

I stood there, looking at them. I didn't",GPT-Neo
In the square,"In the square, the red circle will become red, the orange will turn orange, and the purple will turn purple. When you draw the square, you can select the correct number into the red circle, or for example draw the square and place the",GPT-2
In the square,"In the square, there is a place called the ""Bread and Butter"" that has a great selection of sandwiches.",OPT
She posed for,"She posed for the photographs from behind the wheel of her car after taking part in a drive to promote the upcoming National Day for Rural Communities in Córdoba, Argentina. Photo by the author

As many as 70 million people live in cities",GPT-Neo
She posed for,"She posed for photos at the museum on Friday and announced that she is expecting her first children who will be born within four years.

A spokeswoman for the museum acknowledged that ""she has been busy and we've been working through our options.""",GPT-2
She posed for,"She posed for a picture with a guy who was a member of the KKK.
I'm not sure if that's a good thing or a bad thing.
It's a good thing. She's a good person.
I'm not",OPT
The crowd gathered,"The crowd gathered on the lawn of the home of Sen. Ted Cruz, R-Texas, after a private family meeting of the candidate and his supporters on Monday night and Tuesday morning to prepare, as was their custom during the presidential campaign.",GPT-Neo
The crowd gathered,"The crowd gathered around one each at the head of the stage and sang ""Don't let the government's puppets rule our lives."" This was not a good song but it was done because the government's puppets have no control at all as long",GPT-2
The crowd gathered,"The crowd gathered at the site of the crash in the village of Luton, Bedfordshire, on Saturday afternoon.

The crash happened at around 3.30pm on Saturday, when a car travelling in the opposite direction collided with a l",OPT
With a flourish,"With a flourish, he removed the helmet and revealed a shaven and muscular head adorned with a large, bushy eyebrow. “Welcome to my home for the next five months. You are currently under arrest for the murder of my father.�",GPT-Neo
With a flourish,"With a flourish of some sort, she went ahead and let loose some fire, and he fell down with pain, and nearly went down in his body, and they were full of blood, but he was of good body.""

A number of",GPT-2
With a flourish,"With a flourish, the man in the middle of the room, who was dressed in a black suit and a white shirt, stood up and walked over to the man in the back.
""I'm sorry, I don't know you.""",OPT
The drawing completed,"The drawing completed by the students of the B.A. in Journalism and Mass Communication was held on November 1.

The winners in the Journalism and Mass Communication category are:

Sudhir Kumar (Izatnagar,",GPT-Neo
The drawing completed,"The drawing completed in July 2010 shows the top spot is now held by a group that holds the eighth spot and who now sits in seventh place.
 (Reporting by Jonathan Allen; Editing by Anthony Williams)",GPT-2
The drawing completed,"The drawing completed by the artist is a bit off. The eyes are too far apart and the nose is too small.
I think it's supposed to be a bit off.",OPT
As they admired,"As they admired them with their
lamps, by the side of the lake, for some distance, they found that the
majestic ruins of the ancient temple, as well as the remains of a
building which had once formed part of",GPT-Neo
As they admired,"As they admired each other, the two met in the mountains. They shared their food and drink, but their friendship was short-lived. The tribe was at first unwilling to allow another tribe or people to live with the other's land and that made",GPT-2
As they admired,"As they admired the view from the top of the tower, the two men were struck by the beauty of the city.

“I’ve never seen anything like this,” said one of the men.

�",OPT
The art lived,"The art lived through and created by modern art, particularly in the western world, is not of course primarily of the kind that makes art history look simple. The works of today are as different from those of yesterday as the music and the dance of the",GPT-Neo
The art lived,"The art lived on in that particular, although the art has never been very clear about itself. In fact they mostly focus on the subject of women's bodies: what exactly do women feel the need to do to make them feel good?

In",GPT-2
The art lived,"The art lived up to the hype.
I'm glad you liked it!",OPT
"Gently, she planted","Gently, she planted her feet and walked to the window.

# CHAPTER SIXTEEN

# _The Staircase_

Eve tried to keep her body from trembling, but her eyes burned. She couldn",GPT-Neo
"Gently, she planted","Gently, she planted a new seed on the table. ""But if you'd like, I have one more thing to teach you."" ""Oh, yes, I'd like to teach you,"" said Harry. ""I'd like to take your",GPT-2
"Gently, she planted","Gently, she planted a kiss on his lips.

""I'm sorry,"" he said.

""I'm sorry, too,"" she said.

""I'm sorry, too,"" he said.

""I",OPT
The seedling grew,"The seedling grew slowly, then its leaves and flowers and fruit expanded into a plant that looked like a little tree. It grew rapidly, until it was the size of a full-grown man, and looked like a normal tree.

The",GPT-Neo
The seedling grew,"The seedling grew with its original colouring, then gave way at a very rapid rate, after one or two hatching, so that when the seedling was killed by the shell in a small bucket, the soil would appear white as one would",GPT-2
The seedling grew,"The seedling grew into a beautiful tree.
I'm not sure if you're being sarcastic or not, but I'm going to assume you are.
I'm not being sarcastic.  I'm just saying that the seedling grew into",OPT
In the field,"In the field of mobile devices, a power management technique is used to efficiently use power by saving power consumption of a power supply when the mobile device is not in use. For example, the power management technique may be used as a technique for saving power",GPT-Neo
In the field,"In the field of football, it's hard to say the difference is subtle yet important. In that regard, I'm concerned about the fact that one team doesn't play to its strengths and it becomes a much more important challenge for anybody, if you",GPT-2
In the field,"In the field of semiconductor devices, a semiconductor device having a structure in which a semiconductor chip is mounted on a substrate is known. In such a semiconductor device, a semiconductor chip is mounted on a substrate by a method such",OPT
He harvested the,"He harvested the leaves and pressed them. Then he boiled them in water until the liquid became a thick paste, and mixed them with flour and other spices. Finally, he prepared the dough that would hold the pastries for the day. From there he",GPT-Neo
He harvested the,"He harvested the eggs of the other women who took part in the ritual, some of them having a penis or a nipple at the time and others suffering a form of gonorrhea that may have begun after they had penetrated a man. (See the",GPT-2
He harvested the,"He harvested the seeds from the plant, not the fruit.
I know, but I was just wondering if he had any idea what the seeds were.
I'm not sure, but I think he's just harvesting the seeds.",OPT
The crop yielded,"The crop yielded two or three times the amount of hay. We would still have all our other livestock and our family on hand and would be perfectly comfortable, but I would be out of the field for a few days, taking the dogs out for a",GPT-Neo
The crop yielded,"The crop yielded 3.5 million metric tons, enough for an army.

When it came to technology, the United States has been able to compete well at an incredibly fast speed.

The military has spent nearly $4.6 billion",GPT-2
The crop yielded,"The crop yielded a lot of fruit.
I'm not sure if you're being sarcastic or not, but I'm going to assume you are.
I'm not being sarcastic.  I'm just saying that the crop yielded a lot of",OPT
With a thresh,"With a threshhold of 40% in the latest polls, the 2019 General Election has arrived. The election is the second-straight election to be held in the post-Soviet space and the fourth in the world, after the United States, Canada",GPT-Neo
With a thresh,"With a threshhold of a hundred and twenty, I had in order to prevent every enemy from going in; for I was about to make every man and woman a king.

""My father came to bed with me this afternoon at twelve",GPT-2
With a thresh,"With a thresh hook, you can get a kill on a low hp target.
I've been playing Thresh for a while now and I've never seen this.
It's pretty common. I've seen it a few times.",OPT
The grain separated,"The grain separated from the chaff of the human soul, and then from the world of life, is the highest of all virtues, of which the soul is the symbol. The best of us will strive to develop this, first in marriage and afterward",GPT-Neo
The grain separated,"The grain separated over time, of course. To see why, click here.

What about the grain itself?

As there is little difference between a dry husk and dry grain, it can be made more difficult by adding a water",GPT-2
The grain separated,"The grain separated from the rest of the grain.
I think you mean the grain separated from the rest of the grain.",OPT
As they farmed,"As they farmed for a decade in the New York wilderness, Sarah and Ben Stetson raised their family in a ramshackle farmhouse surrounded by a sprawling expanse of fields, corn, and hay. They were poor, and they were",GPT-Neo
As they farmed,"As they farmed under the guise of the American Beverage, I was stunned when the proprietor of this small Irish family said to myself, ""What is my son-in-laws making now? His father has sold out his entire family.""",GPT-2
As they farmed,"As they farmed for the first time, the two men were attacked by a group of men who beat them with sticks and stones.

The two men were attacked by a group of men who beat them with sticks and stones.",OPT
The land provided,"The land provided shelter to people, a place to grow foods and make clothes from the plants they grew there. And with that shelter came the people. Without the forest, there would have been no people. The land is still here.

And",GPT-Neo
The land provided,"The land provided a better place to be born - the first place that no family has come from."" As a young man, she saw her mother growing up, to the point where she became a nun and a member of nuns for many years.",GPT-2
The land provided,The land provided by the government is not free.  The government is not free.  The government is not free.  The government is not free.  The government is not free.  The government is not free.  The government is,OPT
"Carefully, he soldered","Carefully, he soldered on a wire, and then he worked a piece of wood with a blade, so he could make a tiny hole, and then he slid a thin metal cylinder in there, and he pushed it down, and then he",GPT-Neo
"Carefully, he soldered","Carefully, he soldered wood tabs on the bottom of the hole for my gun. I used another screwdriver to tie the tabs on the sides, leaving some extra thread for the trigger guard.
I then had to re-install my stock",GPT-2
